Date,JPM_Log_Ret,JPM_Vol_Pct,JPM_Volatility,JPM_RSI,JPM_MACD,JPM_MACD_Diff,BAC_Log_Ret,BAC_Vol_Pct,BAC_Volatility,BAC_RSI,BAC_MACD,BAC_MACD_Diff,C_Log_Ret,C_Vol_Pct,C_Volatility,C_RSI,C_MACD,C_MACD_Diff,WFC_Log_Ret,WFC_Vol_Pct,WFC_Volatility,WFC_RSI,WFC_MACD,WFC_MACD_Diff,XLF_Log_Ret,XLF_Vol_Pct,XLF_Volatility,XLF_RSI,XLF_MACD,XLF_MACD_Diff,JPM_Close,JPM_Target_MA5,Day_Sin,Day_Cos,Month_Sin,Month_Cos
2010-02-22,0.020277782554822116,0.08956768643491464,0.013842504771052604,54.04564203476489,-0.27042832424868735,0.24085917759131925,0.020567544481441616,-0.1957855998430198,0.02348506712091778,61.27474214640535,0.0016668342770405076,0.1468292940434904,0.011627620264140583,-0.16036135055741274,0.01783422711575581,59.33956488312003,0.029936454375384614,0.25464830435157354,0.023114246504777336,0.30079597691325066,0.01727058087028165,54.82588221825749,-0.06766504578947163,0.043767639791358226,0.01305460111823929,0.18554937865838994,0.010611103333418538,57.66741145225099,-0.038973890022104385,0.0608067939135703,26.838376998901367,26.959270477294922,0.0,1.0,0.8660254037844386,0.5000000000000001
2010-02-23,-0.024031178043000558,0.18984985956367928,0.015463878719715567,47.419295531238454,-0.24814500395223504,0.21051399831021728,-0.01679652365107371,0.21122474581811224,0.020221725592735555,56.85328573738769,0.03314139873754307,0.14264308680319437,-0.03230769044776657,0.2110829869177553,0.019891589054492866,50.95412004344729,0.034608143233548105,0.20745599456778963,-0.026041097279230544,-0.0740008888421636,0.014731431933729286,47.486389324047074,-0.07113517022618154,0.032238012283718656,-0.018602298465278694,0.6782941964471625,0.010168731818379925,50.7572630163138,-0.0309998084578762,0.05502470038223879,26.201107025146484,27.18790283203125,0.9510565162951535,0.30901699437494745,0.8660254037844386,0.5000000000000001
2010-02-24,0.0240311780430006,-0.14527378233342458,0.01609347361995423,53.552163746823254,-0.17702234764890434,0.2253093236908384,0.024172170015477872,-0.08982774479471523,0.020343125639697496,61.207588475203465,0.08129337122087144,0.1526360474292182,0.029413736950436094,0.03430298133269427,0.021216416346027223,56.91493728652066,0.09648056481021783,0.2154627329155675,0.013466725151371794,-0.07670732368127031,0.014921338764343841,51.10849993111024,-0.05374081636870898,0.039705892912952984,0.017236354076200184,-0.395944794288027,0.010783054948893315,56.01314728115507,-0.012300955772245104,0.05897884245429591,26.838376998901367,27.277255249023437,0.5877852522924732,-0.8090169943749473,0.8660254037844386,0.5000000000000001
2010-02-25,-0.005154245299387627,0.0464352111098667,0.016298044144269785,52.13433149379129,-0.1302887280562004,0.2176343546268339,0.01338222961016017,0.4998313946326074,0.02034034105042151,63.44848253712722,0.13155810640212096,0.16232062608837416,-0.0175442830133578,-0.11158730375706538,0.022733099218414512,52.770797727962304,0.10869249667210923,0.18213973182196713,-0.007985529603942228,-0.04462262068117473,0.014439169639259307,48.94664157340163,-0.050977700264578374,0.03397520721366687,-0.0027385765012879417,0.4938300104059141,0.011076824616608298,55.001371694070905,0.0005531752641267929,0.057466378792534245,26.700401306152344,27.445450592041016,-0.587785252292473,-0.8090169943749475,0.8660254037844386,0.5000000000000001
2010-02-26,0.03220291411543938,0.449097887114416,0.01849911023591276,59.455585346032166,-0.022482453551926795,0.260352503304886,0.006624253523991417,0.1960994705996797,0.019792354320779106,64.55106922704567,0.176172392692731,0.16554792990318737,0.002945480272304308,-0.31315798685305296,0.022735428060974682,53.38006721457542,0.1228822243222929,0.15706356757772064,-0.003651003517765896,0.4865820696433587,0.014437936552280626,47.953704510762904,-0.053448951056939364,0.02520316513704471,0.00615015963599335,-0.004215736377604085,0.01104390253534021,56.88797338185878,0.014973308223973802,0.05750920940190501,27.57422637939453,27.555825424194335,-0.9510565162951536,0.30901699437494723,0.8660254037844386,0.5000000000000001
2010-03-01,-0.0033415071116268936,-0.4888144746385107,0.018589705267780702,58.44221425751028,0.05489947132691242,0.2701875425469802,0.0029971336925613034,-0.5026292710378055,0.01812953683988416,65.06699328649663,0.21217965611689493,0.16124415466188105,-0.002945480272304319,-0.128086327276841,0.022346609422734007,52.64864075845669,0.12673852938391406,0.12873589811147343,0.0003658287416231032,-0.3248484347605358,0.014143544192000054,48.06719963757592,-0.05425412598849633,0.019518392164390205,0.0027203131080756923,-0.4958692630457737,0.010972009285830938,57.73577968661175,0.02803558118295335,0.05645718588870764,27.482240676879883,27.655687713623045,0.0,1.0,1.0,6.123233995736766e-17
2010-03-02,-0.0050330458978511995,-0.020666458615069883,0.01730983826796655,56.876320568942944,0.10389439688509938,0.25534597448413376,-0.01507412254840251,0.07089113683817638,0.01605315191307365,60.33904066939033,0.22267111391476035,0.13738848996779718,0.002945480272304308,0.055199891577261795,0.018957973985077946,53.337208930063554,0.13417617298588524,0.1089388333707557,0.01883430635090386,0.32879251551980415,0.01414877373913706,53.717092220354104,-0.0271383792956712,0.037307311085772274,0.0033918273903984788,0.08685873813583656,0.009584271548310912,58.82632734949301,0.04037021019972187,0.05503345192438093,27.344268798828125,27.76080741882324,0.9510565162951535,0.30901699437494745,1.0,6.123233995736766e-17
2010-03-03,-0.0021647585192148084,-0.1867453882377934,0.01735686936730903,56.181569265421984,0.1363798525031008,0.23026514408170812,-0.004874922482656067,-0.15350240318691322,0.014003854677104157,58.86418902749432,0.22345409857086018,0.11053717969911758,0.0,-0.0038403757468918887,0.01639732211871682,53.33720893006356,0.1384743134377331,0.09058957905808283,0.011770989388495636,-0.2125363549028123,0.014404531458474838,56.9201350619893,0.01163124744126165,0.0608615502581641,0.0006767318367971835,-0.020247470631491793,0.009630785066594547,59.05380366203786,0.050057881029003326,0.05177689820292991,27.285139083862305,27.94476737976074,0.5877852522924732,-0.8090169943749473,1.0,6.123233995736766e-17
2010-03-04,0.009347331057797078,-0.07661859410430838,0.017362231335538752,58.54477316873207,0.1807179468948945,0.21968259077880148,0.0018307589205268722,0.018046443308882498,0.013613567765370356,59.26624920862593,0.2233581599758061,0.0883529928832508,0.008784816421314687,0.9514591820709943,0.01654516813819678,55.58442170321823,0.15784580678792892,0.08796885792662293,0.008123285558840317,-0.13956526341004172,0.014447731815998704,59.04751230431386,0.053873320833972116,0.08248289892069965,0.01009735063653434,-0.06624816214218388,0.009832479992859737,62.40899591341689,0.06433586710834582,0.052843907425817925,27.541378021240234,28.11033058166504,-0.587785252292473,-0.8090169943749475,1.0,6.123233995736766e-17
2010-03-05,0.021008460945086804,0.36698794139257473,0.01747656056769148,63.396105721290645,0.26004083777794307,0.23920438532948002,0.018127212239229806,0.09333012142900166,0.014316584677139902,63.14580642153254,0.23911024937682512,0.08328406582741585,0.020202430292565084,-0.000865491531240492,0.01766928833943284,60.37904529935124,0.21224838783513533,0.11389715117906346,0.025009635634095334,0.3127915445996472,0.015842123926990682,64.89194221636993,0.12391676950532116,0.12202107807363896,0.019237774160481082,0.5306734956971746,0.01099445843526813,67.88774714929224,0.08882254208905671,0.061864465925223044,28.126100540161133,28.15500831604004,-0.9510565162951536,0.30901699437494723,1.0,6.123233995736766e-17
